which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,4013116718.0,0,3,765000.0,56.0
All Other Banks,4013116719.0,1,10,3040000.0,119.0
All Other Banks,4013116720.0,0,5,1065000.0,116.0
All Other Banks,4013116721.0,0,7,2005000.0,105.0
All Other Banks,4013116725.0,0,6,1490000.0,78.5
All Other Banks,4013116727.0,2,15,4365000.0,150.0
All Other Banks,4013116728.0,2,8,4290000.0,129.0
All Other Banks,4013116729.0,0,6,2440000.0,123.0
All Other Banks,4013116730.0,0,2,800000.0,168.5
All Other Banks,4013116731.0,1,11,3815000.0,115.5
All Other Banks,4013116732.0,1,14,3180000.0,60.0
All Other Banks,4013116800.0,0,2,530000.0,75.5
All Other Banks,4013117000.0,1,3,435000.0,118.0
All Other Banks,4013117100.0,0,2,350000.0,81.5
All Other Banks,4013216806.0,1,6,2570000.0,145.0
All Other Banks,4013216807.0,0,8,3510000.0,102.0
All Other Banks,4013216809.0,1,9,4375000.0,196.0
All Other Banks,4013216810.0,2,4,750000.0,68.0
All Other Banks,4013216813.0,1,8,2530000.0,152.5
All Other Banks,4013216816.0,3,10,4150000.0,200.0
All Other Banks,4013216818.0,2,13,4775000.0,80.5
All Other Banks,4013216819.0,0,10,3920000.0,117.5
All Other Banks,4013216820.0,1,13,3885000.0,89.0
All Other Banks,4013216821.0,1,10,4560000.0,135.0
All Other Banks,4013216822.0,0,7,4715000.0,81.0
All Other Banks,4013216826.0,0,12,3360000.0,64.0
All Other Banks,4013216829.0,3,18,8340000.0,143.0
All Other Banks,4013216830.0,0,3,875000.0,80.0
All Other Banks,4013216831.0,1,4,4460000.0,207.0
All Other Banks,4013216832.0,0,5,2515000.0,161.0
All Other Banks,4013216833.0,1,6,1850000.0,93.0
All Other Banks,4013216834.0,0,4,2060000.0,115.0
All Other Banks,4013216835.0,0,4,970000.0,164.0
All Other Banks,4013216836.0,2,8,2370000.0,194.0
All Other Banks,4013216837.0,0,4,580000.0,163.5
All Other Banks,4013216838.0,0,10,3130000.0,115.0
All Other Banks,4013216839.0,1,7,3395000.0,107.0
All Other Banks,4013216840.0,1,12,7380000.0,206.0
All Other Banks,4013216841.0,1,10,6170000.0,264.0
All Other Banks,4013216842.0,2,10,4330000.0,167.0
All Other Banks,4013216843.0,0,9,4755000.0,218.0
All Other Banks,4013216844.0,2,6,2180000.0,133.0
All Other Banks,4013216845.0,0,2,980000.0,159.5
All Other Banks,4013216846.0,2,10,4140000.0,143.0
All Other Banks,4013216847.0,3,15,7205000.0,190.0
All Other Banks,4013216848.0,2,14,9560000.0,194.5
All Other Banks,4013216849.0,0,12,8490000.0,175.0
All Other Banks,4013216850.0,1,6,1340000.0,83.0
All Other Banks,4013216851.0,2,11,10685000.0,496.0
All Other Banks,4013216852.0,0,5,895000.0,138.0
All Other Banks,4013216853.0,0,7,2035000.0,84.0
All Other Banks,4013216901.0,2,12,3460000.0,80.5
All Other Banks,4013216902.0,1,6,3780000.0,80.0
All Other Banks,4013217001.0,3,11,4725000.0,70.5
All Other Banks,4013217002.0,0,10,3560000.0,130.0
All Other Banks,4013217101.0,0,1,205000.0,75.0
All Other Banks,4013217102.0,0,1,285000.0,145.0
All Other Banks,4013217201.0,3,4,5640000.0,460.0
All Other Banks,4013217203.0,2,9,2245000.0,103.5
All Other Banks,4013217204.0,0,3,555000.0,106.0
All Other Banks,4013217300.0,2,4,3810000.0,434.0
All Other Banks,4013217400.0,2,6,2450000.0,149.0
All Other Banks,4013217501.0,0,1,145000.0,116.0
All Other Banks,4013217502.0,2,2,940000.0,50.0
All Other Banks,4013217600.0,1,11,2685000.0,83.0
All Other Banks,4013217700.0,2,7,3255000.0,74.0
All Other Banks,4013217800.0,1,14,4430000.0,120.0
All Other Banks,4013217900.0,2,8,2110000.0,38.0
All Other Banks,4013218000.0,1,17,5435000.0,90.0
All Other Banks,4013218100.0,0,1,285000.0,68.0
All Other Banks,4013218200.0,0,5,995000.0,113.0
All Other Banks,4013218300.0,1,5,1005000.0,127.0
All Other Banks,4013318400.0,0,3,705000.0,52.0
All Other Banks,4013318501.0,1,2,680000.0,137.0
All Other Banks,4013318700.0,0,2,131020000.0,192.0
All Other Banks,4013318800.0,0,4,1290000.0,180.5
All Other Banks,4013318900.0,0,8,1930000.0,174.0
All Other Banks,4013319101.0,0,2,6800000.0,207.0
All Other Banks,4013319103.0,0,1,155000.0,191.0
All Other Banks,4013319104.0,0,1,165000.0,47.0
All Other Banks,4013319201.0,1,6,1630000.0,124.0
All Other Banks,4013319202.0,0,3,715000.0,109.5
All Other Banks,4013319300.0,1,4,690000.0,52.0
All Other Banks,4013319401.0,2,8,2310000.0,124.5
All Other Banks,4013319402.0,1,5,1635000.0,66.0
All Other Banks,4013319403.0,0,6,1540000.0,225.5
All Other Banks,4013319404.0,0,4,530000.0,90.0
All Other Banks,4013319500.0,1,7,1955000.0,126.0
All Other Banks,4013319600.0,2,11,3085000.0,181.0
All Other Banks,4013319703.0,0,1,45000.0,39.0
All Other Banks,4013319705.0,0,7,1675000.0,53.0
All Other Banks,4013319706.0,0,1,305000.0,81.0
All Other Banks,4013319800.0,0,5,1335000.0,70.5
All Other Banks,4013319902.0,1,7,1645000.0,52.5
All Other Banks,4013319903.0,3,9,2245000.0,92.0
All Other Banks,4013319904.0,1,11,2985000.0,116.5
All Other Banks,4013319905.0,0,10,2550000.0,65.0
All Other Banks,4013319906.0,0,2,580000.0,145.5
All Other Banks,4013319907.0,0,4,760000.0,79.0
All Other Banks,4013319908.0,0,1,365000.0,121.0
All Other Banks,4013319910.0,1,4,1690000.0,196.0
All Other Banks,4013320001.0,1,3,565000.0,110.5
All Other Banks,4013320007.0,0,8,1580000.0,75.0
All Other Banks,4013320100.0,0,2,440000.0,145.0
All Other Banks,4013420104.0,1,8,1270000.0,84.5
All Other Banks,4013420105.0,0,9,2055000.0,54.0
All Other Banks,4013420107.0,3,18,5480000.0,159.0
All Other Banks,4013420108.0,1,3,2305000.0,431.5
All Other Banks,4013420109.0,2,15,5795000.0,139.0
All Other Banks,4013420110.0,4,16,5660000.0,140.0
All Other Banks,4013420111.0,3,8,1620000.0,77.0
All Other Banks,4013420112.0,1,5,1055000.0,68.0
All Other Banks,4013420113.0,0,3,305000.0,78.0
All Other Banks,4013420114.0,0,7,1395000.0,77.0
All Other Banks,4013420115.0,0,2,460000.0,63.5
All Other Banks,4013420116.0,2,4,920000.0,38.5
All Other Banks,4013420202.0,2,8,1430000.0,68.5
All Other Banks,4013420206.0,0,2,630000.0,120.5
All Other Banks,4013420207.0,1,7,2255000.0,116.0
All Other Banks,4013420208.0,1,5,1705000.0,99.0
All Other Banks,4013420209.0,2,8,1450000.0,52.0
All Other Banks,4013420210.0,1,6,1180000.0,86.0
All Other Banks,4013420211.0,0,4,1020000.0,53.0
All Other Banks,4013420212.0,1,8,1870000.0,85.0
All Other Banks,4013420214.0,1,5,785000.0,68.0
All Other Banks,4013420215.0,0,3,865000.0,120.0
All Other Banks,4013420216.0,1,7,1905000.0,77.0
All Other Banks,4013420301.0,0,2,550000.0,62.0
All Other Banks,4013420302.0,0,6,2860000.0,132.0
All Other Banks,4013420303.0,0,6,1610000.0,113.5
All Other Banks,4013420304.0,0,2,590000.0,136.5
All Other Banks,4013420401.0,0,1,205000.0,
All Other Banks,4013420402.0,2,9,2835000.0,124.0
All Other Banks,4013420501.0,1,6,1070000.0,61.0
All Other Banks,4013420504.0,1,3,565000.0,89.0
All Other Banks,4013420602.0,2,6,1930000.0,132.0
All Other Banks,4013420603.0,0,3,765000.0,68.0
All Other Banks,4013420604.0,1,3,875000.0,131.0
All Other Banks,4013420704.0,2,8,3250000.0,147.5
All Other Banks,4013420705.0,1,4,2090000.0,280.0
All Other Banks,4013420706.0,0,8,2520000.0,75.5
All Other Banks,4013420707.0,0,1,185000.0,64.0
All Other Banks,4013420709.0,0,1,95000.0,28.0
All Other Banks,4013420710.0,0,1,185000.0,60.0
All Other Banks,4013420800.0,2,4,940000.0,46.5
All Other Banks,4013420901.0,1,1,95000.0,187.0
All Other Banks,4013420902.0,0,2,780000.0,88.0
All Other Banks,4013421001.0,0,8,2320000.0,103.0
All Other Banks,4013421002.0,3,3,755000.0,204.0
All Other Banks,4013421101.0,1,5,1525000.0,134.0
All Other Banks,4013421102.0,1,6,1130000.0,52.0
All Other Banks,4013421201.0,0,4,860000.0,106.0
All Other Banks,4013421202.0,1,3,705000.0,72.5
All Other Banks,4013421302.0,1,5,1505000.0,78.0
All Other Banks,4013421303.0,1,4,770000.0,63.5
All Other Banks,4013421400.0,0,1,275000.0,52.0
All Other Banks,4013421501.0,0,1,205000.0,32.0
All Other Banks,4013421502.0,0,1,125000.0,0.0
All Other Banks,4013421601.0,1,4,1020000.0,64.0
All Other Banks,4013421602.0,0,3,725000.0,234.5
All Other Banks,4013421701.0,2,5,895000.0,67.0
All Other Banks,4013421801.0,0,2,450000.0,86.0
All Other Banks,4013421802.0,0,2,310000.0,116.0
All Other Banks,4013421901.0,0,1,215000.0,83.0
All Other Banks,4013421902.0,2,3,885000.0,60.0
All Other Banks,4013422002.0,0,1,155000.0,36.0
All Other Banks,4013422102.0,1,7,1595000.0,59.0
All Other Banks,4013422103.0,1,3,295000.0,201.5
All Other Banks,4013422104.0,1,6,1635000.0,50.0
All Other Banks,4013422105.0,0,4,820000.0,57.5
All Other Banks,4013422106.0,0,2,480000.0,40.0
All Other Banks,4013422107.0,1,4,510000.0,66.0
All Other Banks,4013422203.0,0,4,960000.0,71.5
All Other Banks,4013422204.0,0,1,195000.0,114.0
All Other Banks,4013422205.0,0,3,805000.0,151.5
All Other Banks,4013422209.0,2,9,1975000.0,62.5
All Other Banks,4013422210.0,1,6,1990000.0,108.0
All Other Banks,4013422211.0,0,3,565000.0,59.0
All Other Banks,4013422212.0,1,7,1505000.0,89.0
All Other Banks,4013422213.0,0,4,870000.0,63.0
All Other Banks,4013422215.0,0,1,165000.0,82.0
All Other Banks,4013422216.0,1,10,2500000.0,78.0
All Other Banks,4013422217.0,1,7,1455000.0,74.0
All Other Banks,4013422218.0,0,3,795000.0,120.0
All Other Banks,4013422219.0,2,8,1470000.0,90.5
All Other Banks,4013422220.0,0,4,1300000.0,126.0
All Other Banks,4013422221.0,2,13,2005000.0,71.5
All Other Banks,4013422222.0,1,8,1900000.0,55.0
All Other Banks,4013422301.0,0,6,990000.0,87.0
All Other Banks,4013422302.0,0,7,1355000.0,69.0
All Other Banks,4013422304.0,0,1,165000.0,
All Other Banks,4013422305.0,2,8,2060000.0,111.0
All Other Banks,4013422307.0,0,6,1800000.0,102.0
All Other Banks,4013422308.0,0,5,975000.0,53.0
All Other Banks,4013422309.0,0,8,2440000.0,107.0
All Other Banks,4013422401.0,0,4,1180000.0,73.0
All Other Banks,4013422402.0,0,4,2010000.0,107.0
All Other Banks,4013422403.0,1,6,1170000.0,56.5
All Other Banks,4013422404.0,0,12,3410000.0,75.0
All Other Banks,4013422501.0,1,8,2020000.0,62.5
All Other Banks,4013422502.0,1,10,1450000.0,49.5
All Other Banks,4013422503.0,1,11,2495000.0,65.0
All Other Banks,4013422504.0,1,7,1475000.0,131.5
All Other Banks,4013422506.0,1,11,3655000.0,175.5
All Other Banks,4013422507.0,1,9,3315000.0,132.0
All Other Banks,4013422508.0,1,8,2230000.0,83.0
All Other Banks,4013422509.0,1,11,2995000.0,114.0
All Other Banks,4013422510.0,1,4,1580000.0,153.0
All Other Banks,4013422511.0,1,2,740000.0,47.0
All Other Banks,4013422512.0,2,14,4510000.0,137.0
All Other Banks,4013422513.0,2,7,1425000.0,56.0
All Other Banks,4013422514.0,2,10,2560000.0,67.0
All Other Banks,4013422606.0,3,22,9470000.0,144.0
All Other Banks,4013422607.0,1,15,2915000.0,54.0
All Other Banks,4013422609.0,2,6,1350000.0,108.0
All Other Banks,4013422610.0,3,9,1845000.0,42.0
All Other Banks,4013422615.0,3,11,3095000.0,79.0
All Other Banks,4013422616.0,1,6,1040000.0,70.5
All Other Banks,4013422617.0,1,9,2445000.0,76.0
All Other Banks,4013422618.0,0,1,245000.0,111.0
All Other Banks,4013422620.0,1,4,1630000.0,62.0
All Other Banks,4013422621.0,2,15,5125000.0,103.0
All Other Banks,4013422622.0,1,2,840000.0,215.0
All Other Banks,4013422623.0,1,7,2245000.0,119.0
All Other Banks,4013422624.0,0,1,75000.0,62.0
All Other Banks,4013422625.0,0,5,845000.0,55.0
All Other Banks,4013422626.0,1,2,470000.0,47.0
All Other Banks,4013422627.0,2,3,665000.0,57.0
All Other Banks,4013422629.0,0,4,630000.0,66.0
All Other Banks,4013422630.0,1,4,870000.0,45.0
All Other Banks,4013422631.0,2,10,2180000.0,85.0
All Other Banks,4013422632.0,1,6,760000.0,35.0
All Other Banks,4013422633.0,0,1,245000.0,86.0
All Other Banks,4013422634.0,1,11,2405000.0,57.0
All Other Banks,4013422636.0,1,3,885000.0,56.0
All Other Banks,4013422637.0,0,4,770000.0,57.0
All Other Banks,4013422638.0,1,3,835000.0,68.0
All Other Banks,4013422639.0,1,5,1165000.0,65.0
All Other Banks,4013422640.0,1,8,1590000.0,73.5
All Other Banks,4013422641.0,0,15,4915000.0,106.0
All Other Banks,4013422642.0,2,11,3295000.0,141.0
All Other Banks,4013422643.0,4,14,4570000.0,95.0
All Other Banks,4013422644.0,2,21,6005000.0,103.5
All Other Banks,4013422646.0,5,30,9470000.0,115.0
All Other Banks,4013522800.0,0,1,395000.0,81.0
All Other Banks,4013522901.0,1,9,2105000.0,117.5
All Other Banks,4013522903.0,1,1,225000.0,14.0
All Other Banks,4013522904.0,2,2,600000.0,79.0
All Other Banks,4013523002.0,0,5,1295000.0,66.0
All Other Banks,4013523003.0,1,10,1750000.0,71.0
All Other Banks,4013523005.0,0,5,1185000.0,95.5
All Other Banks,4013523006.0,0,4,650000.0,44.5
All Other Banks,4013523102.0,0,5,8035000.0,58.5
All Other Banks,4013523103.0,2,8,2270000.0,122.0
All Other Banks,4013523104.0,2,6,1570000.0,94.0
All Other Banks,4013610000.0,3,12,3570000.0,125.0
All Other Banks,4013610200.0,1,21,6365000.0,115.5
All Other Banks,4013610300.0,5,20,5470000.0,79.0
All Other Banks,4013610400.0,0,6,1390000.0,97.0
All Other Banks,4013610500.0,2,20,7370000.0,96.0
All Other Banks,4013610600.0,0,11,3195000.0,117.0
All Other Banks,4013610700.0,0,18,5390000.0,100.5
All Other Banks,4013610800.0,3,16,4240000.0,106.0
All Other Banks,4013610900.0,8,34,14420000.0,152.5
All Other Banks,4013611000.0,1,3,1055000.0,131.0
All Other Banks,4013611100.0,2,10,4540000.0,173.5
All Other Banks,4013611200.0,0,7,2515000.0,122.0
All Other Banks,4013611300.0,2,11,3585000.0,93.5
All Other Banks,4013611400.0,3,17,4765000.0,88.0
All Other Banks,4013611500.0,0,11,3085000.0,126.0
All Other Banks,4013611600.0,1,4,2530000.0,184.0
All Other Banks,4013611700.0,1,10,3470000.0,139.5
All Other Banks,4013611800.0,5,17,3795000.0,67.5
All Other Banks,4013611900.0,0,6,1610000.0,125.0
All Other Banks,4013612000.0,1,7,2725000.0,65.5
All Other Banks,4013612200.0,2,11,4215000.0,164.0
All Other Banks,4013612300.0,2,18,5870000.0,116.0
All Other Banks,4013612400.0,0,15,6235000.0,131.5
All Other Banks,4013612500.0,3,7,3185000.0,84.5
All Other Banks,4013612600.0,0,9,2025000.0,62.0
All Other Banks,4013612700.0,1,6,2320000.0,118.0
All Other Banks,4013612800.0,0,3,1325000.0,200.0
All Other Banks,4013612900.0,1,6,1700000.0,104.5
All Other Banks,4013613000.0,2,14,7500000.0,99.5
All Other Banks,4013613100.0,1,3,605000.0,139.0
All Other Banks,4013613200.0,1,7,3755000.0,144.0
All Other Banks,4013613300.0,1,21,9155000.0,134.0
All Other Banks,4013613400.0,0,8,1700000.0,58.0
All Other Banks,4013613500.0,0,7,1755000.0,80.5
All Other Banks,4013613600.0,1,15,4775000.0,133.0
All Other Banks,4013613700.0,0,8,1710000.0,72.5
All Other Banks,4013613800.0,1,8,2390000.0,80.0
All Other Banks,4013613900.0,1,18,5560000.0,109.0
All Other Banks,4013614000.0,1,12,3850000.0,92.0
All Other Banks,4013614100.0,2,9,2115000.0,109.0
All Other Banks,4013614200.0,1,18,5770000.0,143.0
All Other Banks,4013614300.0,0,2,1050000.0,142.0
All Other Banks,4013614400.0,1,5,1065000.0,57.0
All Other Banks,4013614500.0,2,8,1700000.0,86.0
All Other Banks,4013614600.0,1,9,2205000.0,61.0
All Other Banks,4013614700.0,0,1,15000.0,92.0
All Other Banks,4013614800.0,1,5,885000.0,67.0
All Other Banks,4013614900.0,2,6,1650000.0,91.0
All Other Banks,4013615000.0,7,27,11765000.0,180.0
All Other Banks,4013615100.0,3,6,2560000.0,75.0
All Other Banks,4013615200.0,0,7,3185000.0,150.0
All Other Banks,4013615300.0,0,2,230000.0,35.0
All Other Banks,4013615400.0,1,4,560000.0,63.0
All Other Banks,4013615500.0,1,8,1420000.0,49.0
All Other Banks,4013615600.0,1,5,1465000.0,97.0
All Other Banks,4013615700.0,1,6,1960000.0,135.0
All Other Banks,4013615800.0,0,7,1995000.0,83.0
All Other Banks,4013615900.0,0,5,1225000.0,139.0
All Other Banks,4013616000.0,0,3,735000.0,135.0
All Other Banks,4013616100.0,0,2,460000.0,347.0
All Other Banks,4013616200.0,2,5,1315000.0,51.0
All Other Banks,4013616300.0,2,5,1085000.0,70.5
All Other Banks,4013616400.0,1,6,1300000.0,90.0
All Other Banks,4013616500.0,1,5,615000.0,98.0
All Other Banks,4013616600.0,1,11,2015000.0,48.0
All Other Banks,4013616700.0,2,7,905000.0,54.0
All Other Banks,4013616800.0,5,16,3930000.0,66.0
All Other Banks,4013616900.0,1,5,1895000.0,78.0
All Other Banks,4013617000.0,3,12,2260000.0,69.0
All Other Banks,4013617100.0,0,4,1170000.0,101.5
All Other Banks,4013617200.0,0,8,2330000.0,92.0
All Other Banks,4013617300.0,1,5,1165000.0,103.5
All Other Banks,4013617400.0,1,18,3090000.0,65.0
All Other Banks,4013617500.0,0,7,1565000.0,67.0
All Other Banks,4013617600.0,1,11,2675000.0,55.5
All Other Banks,4013617700.0,1,1,625000.0,326.0
All Other Banks,4013617800.0,1,3,735000.0,55.0
All Other Banks,4013617900.0,0,1,355000.0,109.0
All Other Banks,4013618000.0,0,10,2350000.0,73.5
All Other Banks,4013618100.0,0,11,2505000.0,52.0
All Other Banks,4013618200.0,0,5,1215000.0,91.0
All Other Banks,4013618300.0,1,4,780000.0,67.5
All Other Banks,4013618400.0,0,6,940000.0,69.0
All Other Banks,4013618500.0,1,5,1065000.0,77.0
All Other Banks,4013618600.0,1,8,1550000.0,66.0
All Other Banks,4013618700.0,2,8,1200000.0,67.5
All Other Banks,4013618800.0,2,6,1410000.0,68.0
All Other Banks,4013618900.0,2,8,1580000.0,70.0
All Other Banks,4013619000.0,1,5,1375000.0,65.5
All Other Banks,4013619100.0,0,1,275000.0,98.0
All Other Banks,4013619200.0,0,2,500000.0,58.0
All Other Banks,4013619300.0,0,4,1080000.0,96.0
All Other Banks,4013619400.0,2,5,1005000.0,61.0
All Other Banks,4013619500.0,2,9,1455000.0,57.0
All Other Banks,4013619600.0,0,3,735000.0,45.0
All Other Banks,4013619700.0,0,4,1040000.0,72.0
All Other Banks,4013619800.0,0,2,640000.0,122.0
All Other Banks,4013619900.0,1,9,4585000.0,141.0
All Other Banks,4013723304.0,0,17,4535000.0,76.0
All Other Banks,4013723305.0,0,1,65000.0,46.0
All Other Banks,4013723307.0,2,9,2425000.0,96.5
All Other Banks,4013723308.0,1,25,7625000.0,114.5
All Other Banks,4013810000.0,1,4,790000.0,156.5
All Other Banks,4013810100.0,5,9,3135000.0,66.5
All Other Banks,4013810200.0,0,4,1550000.0,118.5
All Other Banks,4013810300.0,1,7,1845000.0,130.0
All Other Banks,4013810400.0,0,7,1515000.0,89.0
All Other Banks,4013810500.0,1,8,2360000.0,157.0
All Other Banks,4013810600.0,0,7,1765000.0,140.0
All Other Banks,4013810700.0,0,7,1295000.0,62.0
All Other Banks,4013810800.0,0,3,1045000.0,78.0
All Other Banks,4013810900.0,1,4,780000.0,82.5
All Other Banks,4013811000.0,0,1,445000.0,255.0
All Other Banks,4013811100.0,0,1,145000.0,83.0
All Other Banks,4013811200.0,0,1,245000.0,61.0
All Other Banks,4013811300.0,1,4,950000.0,65.5
All Other Banks,4013811400.0,0,16,3740000.0,100.0
All Other Banks,4013811500.0,1,5,1725000.0,96.0
All Other Banks,4013811600.0,1,8,1960000.0,73.5
All Other Banks,4013811700.0,2,9,2395000.0,68.0
All Other Banks,4013811800.0,0,1,335000.0,126.0
All Other Banks,4013811900.0,0,13,3745000.0,108.0
All Other Banks,4013812000.0,3,5,1705000.0,75.0
All Other Banks,4013812100.0,1,6,1340000.0,111.0
All Other Banks,4013812200.0,1,12,4230000.0,121.5
All Other Banks,4013812300.0,1,7,3325000.0,135.5
All Other Banks,4013812400.0,2,14,4300000.0,101.5
All Other Banks,4013812500.0,0,2,690000.0,138.5
All Other Banks,4013812600.0,1,12,3450000.0,144.0
All Other Banks,4013812700.0,3,13,3675000.0,121.0
All Other Banks,4013812800.0,1,12,5390000.0,190.0
All Other Banks,4013812900.0,0,3,1015000.0,200.0
All Other Banks,4013813000.0,2,13,5115000.0,138.0
All Other Banks,4013813100.0,4,9,3295000.0,160.0
All Other Banks,4013813200.0,1,11,3765000.0,182.5
All Other Banks,4013813300.0,2,16,5170000.0,141.5
All Other Banks,4013813400.0,2,5,1925000.0,167.5
All Other Banks,4013813500.0,1,12,5990000.0,173.0
All Other Banks,4013813600.0,1,8,2880000.0,166.5
All Other Banks,4013813700.0,0,1,275000.0,85.0
All Other Banks,4013813800.0,0,5,1125000.0,64.5
All Other Banks,4013813900.0,2,13,2965000.0,84.0
All Other Banks,4013814000.0,0,7,1725000.0,100.5
All Other Banks,4013814100.0,3,13,3385000.0,90.0
All Other Banks,4013814200.0,0,6,2340000.0,99.0
All Other Banks,4013814300.0,0,7,2465000.0,165.0
All Other Banks,4013814400.0,0,6,1800000.0,110.0
All Other Banks,4013814500.0,0,5,1365000.0,89.0
All Other Banks,4013814600.0,0,7,1735000.0,77.0
All Other Banks,4013814700.0,3,9,3265000.0,145.0
All Other Banks,4013814800.0,3,21,5485000.0,96.0
All Other Banks,4013815000.0,1,8,2500000.0,100.0
All Other Banks,4013815100.0,1,9,2555000.0,103.0
All Other Banks,4013815200.0,4,24,6490000.0,93.0
All Other Banks,4013815300.0,1,6,2790000.0,102.0
All Other Banks,4013815400.0,0,12,5730000.0,120.0
All Other Banks,4013815500.0,1,11,6705000.0,144.0
All Other Banks,4013815600.0,1,8,2160000.0,98.0
All Other Banks,4013815700.0,0,17,4335000.0,101.0
All Other Banks,4013815800.0,2,12,3210000.0,123.0
All Other Banks,4013815900.0,4,23,8885000.0,112.0
All Other Banks,4013816000.0,4,56,25100000.0,139.0
All Other Banks,4013816100.0,2,13,4125000.0,129.0
All Other Banks,4013816200.0,0,3,1385000.0,140.0
All Other Banks,4013816300.0,1,16,5690000.0,114.5
All Other Banks,4013816400.0,2,18,10270000.0,128.0
All Other Banks,4013816500.0,0,5,1485000.0,184.5
All Other Banks,4013816600.0,1,14,4320000.0,142.0
All Other Banks,4013816700.0,0,5,1785000.0,155.0
All Other Banks,4013816800.0,3,14,4530000.0,141.0
All Other Banks,4013816900.0,10,55,22105000.0,130.0
All Other Banks,4013817000.0,2,16,8160000.0,142.0
All Other Banks,4013817100.0,6,29,8225000.0,85.5
All Other Banks,4013817200.0,2,34,18630000.0,160.0
