which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,6107001400.0,1,3,1485000.0,221.0
All Other Banks,6107001501.0,3,8,1890000.0,46.5
All Other Banks,6107001502.0,0,2,520000.0,81.5
All Other Banks,6107001601.0,0,2,230000.0,37.0
All Other Banks,6107001602.0,1,4,870000.0,52.0
All Other Banks,6107001701.0,0,3,585000.0,12.0
All Other Banks,6107001703.0,2,20,4180000.0,94.5
All Other Banks,6107001704.0,2,12,3330000.0,85.0
All Other Banks,6107001800.0,1,1,235000.0,
All Other Banks,6107001901.0,1,8,1950000.0,33.0
All Other Banks,6107001902.0,0,7,1705000.0,78.0
All Other Banks,6107002002.0,2,3,725000.0,68.5
All Other Banks,6107002003.0,2,5,1365000.0,108.0
All Other Banks,6107002004.0,0,4,760000.0,46.5
All Other Banks,6107002006.0,0,12,3180000.0,126.5
All Other Banks,6107002007.0,2,14,3850000.0,86.5
All Other Banks,6107002008.0,0,1,125000.0,58.0
All Other Banks,6107002009.0,0,6,1130000.0,93.0
All Other Banks,6107002100.0,0,1,135000.0,68.0
All Other Banks,6107002202.0,0,3,535000.0,81.0
All Other Banks,6107002203.0,4,9,1495000.0,74.5
All Other Banks,6107002204.0,1,6,780000.0,66.5
All Other Banks,6107002302.0,1,3,555000.0,70.0
All Other Banks,6107002303.0,0,7,1575000.0,90.0
All Other Banks,6107002400.0,2,22,6220000.0,103.0
All Other Banks,6107002500.0,0,1,85000.0,80.0
All Other Banks,6107002601.0,0,2,150000.0,53.0
All Other Banks,6107002700.0,0,11,2015000.0,57.5
All Other Banks,6107002901.0,0,3,225000.0,51.0
All Other Banks,6107002903.0,0,3,655000.0,55.0
All Other Banks,6107002904.0,2,7,1895000.0,112.0
All Other Banks,6107003001.0,0,2,270000.0,82.0
All Other Banks,6107003002.0,1,3,615000.0,64.0
All Other Banks,6107003100.0,0,1,275000.0,54.0
All Other Banks,6107003200.0,1,2,210000.0,84.5
All Other Banks,6107003300.0,1,3,675000.0,61.0
All Other Banks,6107003400.0,1,3,645000.0,89.0
All Other Banks,6107003501.0,0,2,500000.0,72.5
All Other Banks,6107003502.0,2,20,4440000.0,76.0
All Other Banks,6107003601.0,1,8,1260000.0,72.0
All Other Banks,6107003602.0,0,4,1040000.0,64.5
All Other Banks,6107003700.0,3,5,995000.0,69.0
All Other Banks,6107003801.0,0,3,535000.0,44.0
All Other Banks,6107003802.0,0,2,310000.0,84.0
All Other Banks,6107003901.0,0,4,490000.0,103.0
All Other Banks,6107003902.0,0,3,625000.0,43.0
All Other Banks,6107004101.0,0,1,215000.0,99.0
All Other Banks,6107004102.0,1,3,875000.0,77.0
All Other Banks,6107004200.0,1,4,830000.0,110.5
All Other Banks,6107004300.0,0,1,85000.0,108.0
All Other Banks,6107004400.0,0,3,395000.0,50.0
All Other Banks,6107004500.0,0,2,460000.0,79.5
All Other Banks,6109001100.0,1,5,1115000.0,129.0
All Other Banks,6109001200.0,0,4,1100000.0,90.5
All Other Banks,6109002100.0,1,5,1565000.0,78.0
All Other Banks,6109002200.0,1,18,5410000.0,94.0
All Other Banks,6109003100.0,2,12,3450000.0,100.0
All Other Banks,6109003200.0,0,5,1715000.0,77.0
All Other Banks,6109004100.0,1,3,805000.0,86.0
All Other Banks,6109004200.0,0,13,3645000.0,114.0
All Other Banks,6109005100.0,0,7,1895000.0,83.0
All Other Banks,6109005201.0,1,4,1170000.0,41.0
All Other Banks,6111000100.0,0,2,590000.0,69.5
All Other Banks,6111000200.0,0,3,1045000.0,80.0
All Other Banks,6111000302.0,2,9,3855000.0,105.5
All Other Banks,6111000303.0,2,5,1375000.0,44.0
All Other Banks,6111000304.0,0,1,735000.0,216.0
All Other Banks,6111000400.0,3,8,3470000.0,123.5
All Other Banks,6111000500.0,0,1,55000.0,92.0
All Other Banks,6111000600.0,0,4,1310000.0,124.0
All Other Banks,6111000701.0,0,4,1980000.0,93.0
All Other Banks,6111000702.0,1,8,2510000.0,95.0
All Other Banks,6111000800.0,1,9,3475000.0,128.0
All Other Banks,6111000901.0,0,3,2075000.0,63.0
All Other Banks,6111000902.0,1,3,2615000.0,78.0
All Other Banks,6111000903.0,0,8,5310000.0,133.0
All Other Banks,6111001001.0,1,5,2245000.0,144.5
All Other Banks,6111001002.0,1,5,2915000.0,178.0
All Other Banks,6111001101.0,0,1,355000.0,127.0
All Other Banks,6111001102.0,0,6,3600000.0,121.5
All Other Banks,6111001201.0,0,3,1845000.0,165.0
All Other Banks,6111001202.0,0,7,3095000.0,108.0
All Other Banks,6111001204.0,1,4,2660000.0,115.0
All Other Banks,6111001206.0,0,1,445000.0,162.0
All Other Banks,6111001301.0,1,13,5915000.0,126.0
All Other Banks,6111001302.0,0,2,490000.0,120.5
All Other Banks,6111001401.0,0,4,2030000.0,139.5
All Other Banks,6111001402.0,0,7,2595000.0,132.0
All Other Banks,6111001502.0,1,2,810000.0,182.0
All Other Banks,6111001503.0,0,3,795000.0,39.5
All Other Banks,6111001506.0,0,4,1150000.0,75.0
All Other Banks,6111001507.0,0,4,1480000.0,137.0
All Other Banks,6111001601.0,0,1,355000.0,291.0
All Other Banks,6111001602.0,1,2,450000.0,117.0
All Other Banks,6111001700.0,0,3,1575000.0,247.5
All Other Banks,6111001800.0,0,4,1950000.0,101.0
All Other Banks,6111001900.0,0,1,495000.0,54.0
All Other Banks,6111002000.0,1,3,1375000.0,140.0
All Other Banks,6111002102.0,0,2,1380000.0,275.0
All Other Banks,6111002200.0,0,2,540000.0,57.0
All Other Banks,6111002300.0,1,5,1795000.0,104.0
All Other Banks,6111002400.0,0,2,810000.0,416.5
All Other Banks,6111002500.0,0,6,4350000.0,379.5
All Other Banks,6111002600.0,0,3,1225000.0,183.0
All Other Banks,6111002700.0,1,4,1560000.0,130.0
All Other Banks,6111002800.0,0,12,4250000.0,96.0
All Other Banks,6111002901.0,1,7,3615000.0,138.0
All Other Banks,6111002905.0,1,2,1480000.0,210.0
All Other Banks,6111003010.0,0,4,970000.0,92.0
All Other Banks,6111003011.0,0,2,850000.0,91.5
All Other Banks,6111003013.0,2,3,1505000.0,120.0
All Other Banks,6111003100.0,2,21,7715000.0,87.0
All Other Banks,6111003201.0,0,3,965000.0,63.0
All Other Banks,6111003300.0,0,3,915000.0,92.0
All Other Banks,6111003605.0,1,12,4890000.0,118.0
All Other Banks,6111003608.0,0,1,435000.0,96.0
All Other Banks,6111003609.0,2,12,8670000.0,136.0
All Other Banks,6111003612.0,2,9,3825000.0,176.0
All Other Banks,6111003700.0,1,6,2000000.0,86.0
All Other Banks,6111003801.0,0,1,525000.0,350.0
All Other Banks,6111003802.0,0,1,265000.0,61.0
All Other Banks,6111003900.0,0,3,995000.0,112.0
All Other Banks,6111004000.0,1,3,855000.0,62.5
All Other Banks,6111004101.0,0,1,185000.0,
All Other Banks,6111004200.0,0,3,1355000.0,95.0
All Other Banks,6111004304.0,0,9,2115000.0,68.0
All Other Banks,6111004400.0,1,8,2880000.0,103.0
All Other Banks,6111004503.0,1,4,1640000.0,80.0
All Other Banks,6111004504.0,0,2,790000.0,93.0
All Other Banks,6111004505.0,0,1,305000.0,77.0
All Other Banks,6111004506.0,1,4,2230000.0,136.5
All Other Banks,6111004704.0,0,1,145000.0,56.0
All Other Banks,6111004710.0,1,4,1090000.0,116.0
All Other Banks,6111004711.0,1,3,915000.0,89.0
All Other Banks,6111004715.0,0,1,15000.0,111.0
All Other Banks,6111004716.0,0,1,305000.0,54.0
All Other Banks,6111004717.0,0,3,735000.0,87.0
All Other Banks,6111004901.0,1,5,2605000.0,123.0
All Other Banks,6111004902.0,1,4,1570000.0,39.0
All Other Banks,6111005002.0,0,1,105000.0,37.0
All Other Banks,6111005003.0,0,2,1100000.0,120.5
All Other Banks,6111005004.0,2,8,2370000.0,93.0
All Other Banks,6111005100.0,1,4,1710000.0,194.0
All Other Banks,6111005202.0,0,5,1905000.0,79.0
All Other Banks,6111005203.0,1,8,2160000.0,58.0
All Other Banks,6111005204.0,2,10,5320000.0,167.5
All Other Banks,6111005205.0,2,12,6330000.0,171.0
All Other Banks,6111005303.0,3,16,6830000.0,105.0
All Other Banks,6111005304.0,0,10,2870000.0,74.0
All Other Banks,6111005305.0,3,12,10310000.0,198.0
All Other Banks,6111005306.0,1,8,3740000.0,176.0
All Other Banks,6111005401.0,0,8,2860000.0,85.0
All Other Banks,6111005403.0,1,3,1405000.0,125.0
All Other Banks,6111005404.0,0,4,1270000.0,98.0
All Other Banks,6111005502.0,1,2,1150000.0,115.0
All Other Banks,6111005503.0,1,6,2190000.0,133.0
All Other Banks,6111005504.0,0,6,3340000.0,129.0
All Other Banks,6111005600.0,2,17,7445000.0,95.5
All Other Banks,6111005700.0,2,3,1085000.0,91.0
All Other Banks,6111005801.0,2,10,5210000.0,294.0
All Other Banks,6111005802.0,2,10,6970000.0,210.0
All Other Banks,6111005901.0,0,13,6595000.0,161.5
All Other Banks,6111005906.0,1,8,3960000.0,148.0
All Other Banks,6111005907.0,0,8,4960000.0,84.0
All Other Banks,6111005908.0,0,8,3270000.0,88.0
All Other Banks,6111005909.0,0,1,415000.0,82.0
All Other Banks,6111005910.0,1,1,395000.0,
All Other Banks,6111005911.0,2,7,2015000.0,110.0
All Other Banks,6111006000.0,0,5,1175000.0,100.0
All Other Banks,6111006100.0,0,4,1240000.0,165.5
All Other Banks,6111006200.0,1,3,2215000.0,187.0
All Other Banks,6111006301.0,1,8,3580000.0,117.0
All Other Banks,6111006302.0,0,3,1585000.0,145.0
All Other Banks,6111006400.0,0,11,5015000.0,105.5
All Other Banks,6111006500.0,1,4,1980000.0,137.5
All Other Banks,6111006600.0,3,8,3960000.0,105.0
All Other Banks,6111006700.0,1,4,1270000.0,108.0
All Other Banks,6111006800.0,1,9,4775000.0,203.0
All Other Banks,6111006900.0,0,4,1270000.0,107.5
All Other Banks,6111007000.0,0,1,105000.0,26.0
All Other Banks,6111007100.0,1,2,720000.0,124.0
All Other Banks,6111007201.0,1,5,3785000.0,79.0
All Other Banks,6111007202.0,2,11,7935000.0,185.0
All Other Banks,6111007300.0,0,3,5665000.0,159.0
All Other Banks,6111007402.0,1,12,7470000.0,252.0
All Other Banks,6111007403.0,2,6,2990000.0,129.5
All Other Banks,6111007405.0,5,12,5230000.0,170.0
All Other Banks,6111007406.0,1,2,2060000.0,336.5
All Other Banks,6111007505.0,0,2,790000.0,145.0
All Other Banks,6111007506.0,1,13,5345000.0,109.0
All Other Banks,6111007507.0,2,24,12430000.0,166.0
All Other Banks,6111007508.0,2,6,2100000.0,102.5
All Other Banks,6111007509.0,0,5,3035000.0,208.0
All Other Banks,6111007510.0,3,9,4195000.0,160.0
All Other Banks,6111007511.0,0,5,3945000.0,204.0
All Other Banks,6111007512.0,3,10,4900000.0,105.5
All Other Banks,6111007513.0,0,4,2400000.0,271.0
All Other Banks,6111007514.0,0,8,5090000.0,127.0
All Other Banks,6111007606.0,0,4,3960000.0,280.5
All Other Banks,6111007607.0,2,8,3220000.0,117.0
All Other Banks,6111007609.0,0,1,465000.0,194.0
All Other Banks,6111007610.0,1,9,4155000.0,123.5
All Other Banks,6111007611.0,1,4,1300000.0,108.5
All Other Banks,6111007612.0,1,5,1885000.0,115.0
All Other Banks,6111007613.0,2,13,5085000.0,150.0
All Other Banks,6111007614.0,1,10,3500000.0,91.0
All Other Banks,6111007700.0,1,6,2800000.0,110.0
All Other Banks,6111007800.0,2,7,2555000.0,180.0
All Other Banks,6111007901.0,2,7,2045000.0,92.0
All Other Banks,6111007903.0,0,14,5990000.0,129.0
All Other Banks,6111007904.0,1,9,3305000.0,131.5
All Other Banks,6111008001.0,1,7,2065000.0,88.0
All Other Banks,6111008002.0,0,8,3320000.0,99.0
All Other Banks,6111008004.0,0,6,2530000.0,165.0
All Other Banks,6111008005.0,0,6,3090000.0,110.5
All Other Banks,6111008101.0,2,6,2850000.0,128.0
All Other Banks,6111008201.0,0,6,2040000.0,127.0
All Other Banks,6111008202.0,0,2,640000.0,219.0
All Other Banks,6111008302.0,0,7,2815000.0,81.0
All Other Banks,6111008303.0,0,2,440000.0,64.0
All Other Banks,6111008304.0,2,11,3565000.0,95.0
All Other Banks,6111008305.0,0,5,1885000.0,159.0
All Other Banks,6111008306.0,0,1,75000.0,182.0
All Other Banks,6111008401.0,0,12,5330000.0,129.0
All Other Banks,6111008402.0,2,10,4950000.0,133.5
All Other Banks,6111008500.0,0,11,5205000.0,110.0
All Other Banks,6111008600.0,0,4,1130000.0,121.0
All Other Banks,6111008700.0,1,3,1555000.0,150.5
All Other Banks,6111008800.0,2,5,1245000.0,77.0
All Other Banks,6111008900.0,0,3,1045000.0,91.5
All Other Banks,6111009100.0,0,2,470000.0,61.0
All Other Banks,6113010101.0,0,7,1945000.0,77.0
All Other Banks,6113010102.0,1,5,1105000.0,79.0
All Other Banks,6113010201.0,0,5,1415000.0,94.0
All Other Banks,6113010203.0,0,2,230000.0,114.0
All Other Banks,6113010204.0,0,6,1290000.0,70.0
All Other Banks,6113010302.0,2,9,3235000.0,173.5
All Other Banks,6113010310.0,1,16,5210000.0,84.5
All Other Banks,6113010312.0,0,6,1250000.0,91.5
All Other Banks,6113010401.0,1,4,1750000.0,95.5
All Other Banks,6113010402.0,1,9,3765000.0,134.5
All Other Banks,6113010505.0,2,8,4750000.0,164.0
All Other Banks,6113010508.0,0,3,1295000.0,157.0
All Other Banks,6113010509.0,0,3,1595000.0,150.0
All Other Banks,6113010510.0,1,3,1045000.0,202.0
All Other Banks,6113010511.0,0,1,505000.0,514.0
All Other Banks,6113010512.0,0,2,680000.0,302.0
All Other Banks,6113010513.0,0,2,630000.0,151.0
All Other Banks,6113010602.0,1,2,1060000.0,130.5
All Other Banks,6113010605.0,0,4,1880000.0,154.5
All Other Banks,6113010606.0,0,4,1630000.0,128.5
All Other Banks,6113010607.0,0,2,780000.0,219.0
All Other Banks,6113010608.0,0,3,1375000.0,95.0
All Other Banks,6113010701.0,0,4,1410000.0,141.0
All Other Banks,6113010703.0,1,1,375000.0,
All Other Banks,6113010704.0,0,1,205000.0,
All Other Banks,6113010800.0,0,1,265000.0,105.0
All Other Banks,6113010901.0,0,4,1270000.0,71.0
All Other Banks,6113010902.0,1,4,1070000.0,124.5
All Other Banks,6113011001.0,0,2,420000.0,82.5
All Other Banks,6113011002.0,0,5,1455000.0,87.0
All Other Banks,6113011101.0,0,2,520000.0,42.5
All Other Banks,6113011102.0,0,1,105000.0,25.0
All Other Banks,6113011103.0,0,1,275000.0,46.0
All Other Banks,6113011203.0,0,1,415000.0,94.0
All Other Banks,6113011204.0,2,12,4160000.0,103.5
All Other Banks,6113011205.0,0,7,2115000.0,114.0
All Other Banks,6113011206.0,4,21,8925000.0,168.0
All Other Banks,6113011300.0,1,9,3285000.0,143.0
All Other Banks,6113011400.0,0,4,680000.0,78.5
All Other Banks,6113011500.0,0,4,1350000.0,109.0
All Other Banks,6115040200.0,1,12,2310000.0,75.5
All Other Banks,6115040301.0,0,3,595000.0,35.0
All Other Banks,6115040303.0,2,24,6710000.0,75.0
All Other Banks,6115040400.0,0,6,1470000.0,62.0
All Other Banks,6115040500.0,2,3,865000.0,66.0
All Other Banks,6115040600.0,2,8,1660000.0,68.0
All Other Banks,6115040700.0,2,33,11375000.0,96.0
All Other Banks,6115040800.0,1,2,570000.0,84.0
All Other Banks,6115040901.0,1,5,1665000.0,74.0
All Other Banks,6115041000.0,0,10,3900000.0,88.0
All Other Banks,6115041100.0,0,2,730000.0,59.0
BMO Harris,4005000900.0,0,1,665000.0,427.0
BMO Harris,4013030402.0,0,1,185000.0,109.0
BMO Harris,4013040513.0,0,1,85000.0,33.0
BMO Harris,4013050606.0,0,1,15000.0,73.0
BMO Harris,4013061018.0,0,1,125000.0,60.0
BMO Harris,4013071503.0,0,1,25000.0,18.0
BMO Harris,4013103205.0,1,1,665000.0,
BMO Harris,4013103220.0,0,1,165000.0,142.0
BMO Harris,4013104100.0,0,1,195000.0,120.0
BMO Harris,4013104900.0,0,1,305000.0,133.0
BMO Harris,4013105003.0,0,1,195000.0,292.0
BMO Harris,4013106200.0,0,1,655000.0,243.0
BMO Harris,4013108000.0,0,2,610000.0,488.5
BMO Harris,4013116613.0,0,1,65000.0,71.0
BMO Harris,4013116713.0,0,1,75000.0,170.0
BMO Harris,4013216834.0,0,1,355000.0,588.0
BMO Harris,4013216847.0,0,1,505000.0,0.0
BMO Harris,4013216849.0,0,1,245000.0,74.0
BMO Harris,4013420211.0,0,1,75000.0,85.0
BMO Harris,4013422216.0,0,1,55000.0,165.0
BMO Harris,4013422504.0,0,1,105000.0,245.0
BMO Harris,4013422606.0,0,1,805000.0,527.0
BMO Harris,4013422623.0,0,1,15000.0,138.0
BMO Harris,4013610500.0,0,1,55000.0,138.0
BMO Harris,4013612600.0,0,1,65000.0,98.0
BMO Harris,4013613100.0,0,1,105000.0,80.0
BMO Harris,4013615700.0,0,1,305000.0,0.0
BMO Harris,4013618100.0,0,1,255000.0,0.0
BMO Harris,4013810200.0,0,1,105000.0,84.0
BMO Harris,4013811000.0,0,1,95000.0,48.0
BMO Harris,4013815200.0,0,1,65000.0,54.0
BMO Harris,4013816300.0,0,1,55000.0,58.0
BMO Harris,4019000600.0,0,1,305000.0,-18.0
BMO Harris,4021000214.0,0,1,105000.0,116.0
BMO Harris,4025000607.0,0,1,75000.0,65.0
BMO Harris,6013345105.0,1,1,1075000.0,
BMO Harris,6013346102.0,1,1,825000.0,
BMO Harris,6037534501.0,0,1,15000.0,50.0
BMO Harris,6053011700.0,1,1,1405000.0,
BMO Harris,6061020601.0,0,1,705000.0,221.0
BMO Harris,6073007600.0,0,1,395000.0,150.0
BMO Harris,6081601400.0,1,1,885000.0,
BMO Harris,6111005906.0,1,1,835000.0,
Bank of West,4013422309.0,0,1,225000.0,111.0
Bank of West,4019004044.0,0,1,155000.0,120.0
Bank of West,4019004328.0,0,1,205000.0,85.0
Bank of West,4021000400.0,0,1,25000.0,31.0
Bank of West,4021002002.0,0,1,305000.0,-71.0
Bank of West,6001404400.0,0,1,105000.0,93.0
Bank of West,6001406602.0,0,1,545000.0,
Bank of West,6001408300.0,0,1,55000.0,148.0
Bank of West,6001408600.0,0,1,255000.0,41.0
Bank of West,6001422200.0,0,1,205000.0,94.0
Bank of West,6001423700.0,0,1,1855000.0,311.0
Bank of West,6001428302.0,0,1,505000.0,-160.0
Bank of West,6001430101.0,0,1,435000.0,154.0
Bank of West,6001433300.0,0,1,155000.0,209.0
Bank of West,6001436401.0,0,1,195000.0,247.0
Bank of West,6001438203.0,0,1,225000.0,61.0
Bank of West,6001441921.0,0,1,655000.0,177.0
Bank of West,6001442000.0,0,1,155000.0,230.0
Bank of West,6001442500.0,0,1,325000.0,97.0
Bank of West,6001442602.0,0,1,735000.0,134.0
Bank of West,6001443200.0,0,1,915000.0,530.0
Bank of West,6001443322.0,0,1,1455000.0,366.0
Bank of West,6001444100.0,0,1,205000.0,144.0
Bank of West,6001450601.0,0,2,820000.0,335.0
Bank of West,6001450605.0,0,1,105000.0,109.0
Bank of West,6001450750.0,0,1,165000.0,
Bank of West,6001450752.0,0,2,3350000.0,285.5
Bank of West,6001451201.0,0,1,685000.0,286.0
Bank of West,6001451403.0,0,1,105000.0,67.0
Bank of West,6001451501.0,0,1,455000.0,-14.0
Bank of West,6007003100.0,0,1,155000.0,82.0
Bank of West,6013302007.0,0,1,155000.0,164.0
Bank of West,6013302008.0,0,1,315000.0,55.0
Bank of West,6013303201.0,0,1,555000.0,93.0
Bank of West,6013304004.0,0,1,105000.0,133.0
Bank of West,6013314102.0,0,1,335000.0,74.0
Bank of West,6013337100.0,0,1,205000.0,282.0
Bank of West,6013337200.0,1,1,445000.0,190.0
Bank of West,6013339002.0,0,1,385000.0,160.0
Bank of West,6013345112.0,0,1,655000.0,134.0
Bank of West,6013352102.0,0,1,855000.0,182.0
Bank of West,6013352201.0,0,1,455000.0,180.0
Bank of West,6013367200.0,0,1,75000.0,95.0
Bank of West,6013380000.0,1,1,285000.0,81.0
Bank of West,6013392000.0,0,1,345000.0,67.0
Bank of West,6017030502.0,0,1,35000.0,157.0
Bank of West,6019002300.0,1,1,125000.0,91.0
Bank of West,6019005204.0,0,1,135000.0,59.0
Bank of West,6019005505.0,0,1,105000.0,75.0
Bank of West,6019005508.0,0,1,305000.0,674.0
Bank of West,6019005805.0,0,1,255000.0,180.0
Bank of West,6019005905.0,0,1,315000.0,72.0
Bank of West,6029002700.0,0,1,185000.0,57.0
Bank of West,6033000801.0,0,1,115000.0,120.0
Bank of West,6037106111.0,1,1,485000.0,
Bank of West,6037106603.0,0,1,255000.0,258.0
Bank of West,6037113102.0,0,1,305000.0,248.0
Bank of West,6037121010.0,0,1,135000.0,152.0
Bank of West,6037123301.0,0,1,185000.0,142.0
Bank of West,6037123602.0,0,1,155000.0,166.0
Bank of West,6037124000.0,0,1,1155000.0,
Bank of West,6037134800.0,0,1,105000.0,250.0
Bank of West,6037135202.0,0,1,55000.0,78.0
Bank of West,6037138000.0,0,1,805000.0,414.0
Bank of West,6037139301.0,0,1,245000.0,88.0
Bank of West,6037139303.0,0,1,145000.0,152.0
Bank of West,6037139401.0,0,1,1395000.0,795.0
Bank of West,6037141202.0,0,1,1855000.0,462.0
Bank of West,6037143300.0,0,1,805000.0,629.0
Bank of West,6037143500.0,0,1,85000.0,118.0
Bank of West,6037143901.0,0,1,2505000.0,300.0
Bank of West,6037185310.0,0,1,205000.0,58.0
Bank of West,6037188202.0,0,1,1555000.0,264.0
Bank of West,6037214800.0,0,1,605000.0,-28.0
Bank of West,6037261102.0,0,1,155000.0,79.0
Bank of West,6037262601.0,0,1,2085000.0,534.0
Bank of West,6037265100.0,0,1,635000.0,499.0
Bank of West,6037267502.0,0,1,985000.0,364.0
Bank of West,6037271400.0,0,1,2915000.0,739.0
Bank of West,6037273402.0,0,1,355000.0,136.0
Bank of West,6037300502.0,1,1,215000.0,264.0
Bank of West,6037300800.0,0,1,125000.0,90.0
Bank of West,6037310201.0,0,1,205000.0,132.0
Bank of West,6037404504.0,1,1,245000.0,93.0
Bank of West,6037405400.0,0,1,245000.0,212.0
Bank of West,6037407200.0,0,1,635000.0,48.0
Bank of West,6037430003.0,0,1,305000.0,456.0
Bank of West,6037430502.0,0,1,735000.0,113.0
Bank of West,6037430803.0,0,1,1405000.0,334.0
Bank of West,6037431700.0,0,1,355000.0,92.0
Bank of West,6037431900.0,0,1,135000.0,162.0
Bank of West,6037432000.0,0,2,650000.0,215.5
Bank of West,6037433401.0,0,1,395000.0,85.0
Bank of West,6037460502.0,0,1,1765000.0,355.0
Bank of West,6037461300.0,0,1,45000.0,145.0
Bank of West,6037462900.0,0,1,975000.0,175.0
Bank of West,6037463400.0,0,1,255000.0,661.0
Bank of West,6037503106.0,0,1,55000.0,99.0
Bank of West,6037531604.0,0,1,185000.0,47.0
Bank of West,6037541400.0,1,1,285000.0,66.0
Bank of West,6037542900.0,0,1,315000.0,
Bank of West,6037553601.0,0,1,185000.0,50.0
Bank of West,6037554203.0,0,1,405000.0,40.0
Bank of West,6037554406.0,0,1,315000.0,74.0
Bank of West,6037571101.0,0,1,405000.0,70.0
Bank of West,6037574500.0,0,1,745000.0,132.0
Bank of West,6037576502.0,0,1,385000.0,
Bank of West,6037620800.0,0,1,1105000.0,365.0
Bank of West,6037651101.0,0,1,305000.0,144.0
Bank of West,6037700600.0,0,1,1505000.0,-429.0
Bank of West,6037702600.0,0,1,925000.0,176.0
Bank of West,6037702700.0,0,1,155000.0,459.0
Bank of West,6037800202.0,0,1,255000.0,226.0
Bank of West,6037800506.0,0,1,2505000.0,1472.0
Bank of West,6037910807.0,1,1,125000.0,32.0
Bank of West,6037910809.0,0,1,1005000.0,151.0
Bank of West,6037920036.0,0,1,345000.0,80.0
